,challenge,sample,similarity
2617,3.0,403.0,0.6653332378091737
1504,2.0,28.0,0.6651149647177605
132,0.0,132.0,0.6650600765437421
3125,4.0,173.0,0.6650245564291671
2012,2.0,536.0,0.6648674390723645
2924,3.0,710.0,0.6647624135492771
1499,2.0,23.0,0.6646892962303576
2267,3.0,53.0,0.6645677617179439
2241,3.0,27.0,0.6645633641009876
1223,1.0,485.0,0.6645375307480469
2371,3.0,157.0,0.6643939957041223
1705,2.0,229.0,0.6642622125849386
2641,3.0,427.0,0.6642514300989079
2674,3.0,460.0,0.66415613123119
3656,4.0,704.0,0.6640460765645773
2925,3.0,711.0,0.6639316953477632
334,0.0,334.0,0.6639293601052595
2496,3.0,282.0,0.6634933660977232
1692,2.0,216.0,0.6634332771495673
2604,3.0,390.0,0.6633328169564021
501,0.0,501.0,0.6632529892367459
2806,3.0,592.0,0.6631279842041271
1489,2.0,13.0,0.662838485293883
2022,2.0,546.0,0.6624858170346262
389,0.0,389.0,0.6624846364766561
3570,4.0,618.0,0.662482752819415
2288,3.0,74.0,0.6621197758618363
1344,1.0,606.0,0.6620198826361476
2430,3.0,216.0,0.6620135063869309
1751,2.0,275.0,0.6619301860739684
2076,2.0,600.0,0.6617092264797532
2866,3.0,652.0,0.6616426415381067
1907,2.0,431.0,0.6615763230269348
2890,3.0,676.0,0.6615041128427219
2295,3.0,81.0,0.6614651206472173
2726,3.0,512.0,0.6604935378234598
3586,4.0,634.0,0.6603884633799965
2642,3.0,428.0,0.6602809523329305
631,0.0,631.0,0.6601879726229538
2650,3.0,436.0,0.6596779695476847
2825,3.0,611.0,0.6595865759876742
2477,3.0,263.0,0.6592972080803424
365,0.0,365.0,0.6591850162502649
1734,2.0,258.0,0.6591698229265393
1366,1.0,628.0,0.6590285134792765
2227,3.0,13.0,0.6588173548816882
192,0.0,192.0,0.6585429055586991
2865,3.0,651.0,0.6584295065483059
154,0.0,154.0,0.6584268431500196
2397,3.0,183.0,0.658390486460414
785,1.0,47.0,0.6578194292402288
2516,3.0,302.0,0.657723737793336
3587,4.0,635.0,0.6577026559262648
3364,4.0,412.0,0.6574690874698715
2364,3.0,150.0,0.6573917913030907
3658,4.0,706.0,0.6572526790227727
727,0.0,727.0,0.657242490434266
696,0.0,696.0,0.6565952479339837
1411,1.0,673.0,0.6562517492056661
2013,2.0,537.0,0.6561335508031932
2748,3.0,534.0,0.6560186861242738
2819,3.0,605.0,0.6557129566051346
301,0.0,301.0,0.6556014149755768
2846,3.0,632.0,0.6555142239626436
2105,2.0,629.0,0.6551732117230138
2855,3.0,641.0,0.6551706785648028
2423,3.0,209.0,0.6551560584569514
1673,2.0,197.0,0.6548460366152464
2894,3.0,680.0,0.6548236094359625
966,1.0,228.0,0.6541511184032802
21,0.0,21.0,0.6541307639114231
714,0.0,714.0,0.6538469402590398
3102,4.0,150.0,0.6537371349887576
2438,3.0,224.0,0.6536457456437528
2223,3.0,9.0,0.6536217763059906
3347,4.0,395.0,0.6534807914416221
3316,4.0,364.0,0.6530253780695655
464,0.0,464.0,0.652990937777634
3198,4.0,246.0,0.6528710395398029
2901,3.0,687.0,0.6524618377705639
2757,3.0,543.0,0.6523926407279887
2782,3.0,568.0,0.6523876023804677
2612,3.0,398.0,0.6522925587544095
1269,1.0,531.0,0.6519747839709952
2813,3.0,599.0,0.6515609130491041
2605,3.0,391.0,0.6513213555553894
1856,2.0,380.0,0.6512820319044899
2406,3.0,192.0,0.6511747203492693
158,0.0,158.0,0.6509961175137152
749,1.0,11.0,0.6509371524436715
2225,3.0,11.0,0.6506474767136474
319,0.0,319.0,0.6506151658918168
1217,1.0,479.0,0.6501231194064128
3404,4.0,452.0,0.6500667337312263
3050,4.0,98.0,0.6498316541809155
260,0.0,260.0,0.6498035076903874
1728,2.0,252.0,0.6495812089497303
276,0.0,276.0,0.6495445333220343
106,0.0,106.0,0.6494240874280973
2700,3.0,486.0,0.6493354013562903
2542,3.0,328.0,0.6491405144754216
420,0.0,420.0,0.6489682638788775
3196,4.0,244.0,0.6489678083016633
3429,4.0,477.0,0.6489462786219939
506,0.0,506.0,0.6487748858800121
576,0.0,576.0,0.6486115585267316
2745,3.0,531.0,0.6485663242918706
3257,4.0,305.0,0.6482937771260493
2246,3.0,32.0,0.6482727045530265
302,0.0,302.0,0.6482307507492101
564,0.0,564.0,0.6482276515328493
2108,2.0,632.0,0.6482153491521243
229,0.0,229.0,0.6480083647487861
183,0.0,183.0,0.6475688855908778
404,0.0,404.0,0.6475222529088427
2609,3.0,395.0,0.6474881070547354
3331,4.0,379.0,0.6471656423545614
2315,3.0,101.0,0.6466831160322453
2845,3.0,631.0,0.6466555671119469
2266,3.0,52.0,0.646648263671281
2921,3.0,707.0,0.6461372894641269
455,0.0,455.0,0.6460144501898352
2166,2.0,690.0,0.6459557746218175
3292,4.0,340.0,0.6459310737345992
2388,3.0,174.0,0.6458862031592617
1407,1.0,669.0,0.6458610720751211
1798,2.0,322.0,0.6455977775343495
3193,4.0,241.0,0.6455218101566876
3266,4.0,314.0,0.6455059109344734
2399,3.0,185.0,0.64544971017172
2580,3.0,366.0,0.6453966666679121
482,0.0,482.0,0.645286433206897
2911,3.0,697.0,0.6452839340911867
325,0.0,325.0,0.6451918644964533
2634,3.0,420.0,0.6450421012464439
2365,3.0,151.0,0.6450042657551915
2762,3.0,548.0,0.6449609243322336
2311,3.0,97.0,0.6448307120004947
2545,3.0,331.0,0.6447923669298649
1166,1.0,428.0,0.6447880469073057
2091,2.0,615.0,0.6447560506656613
2354,3.0,140.0,0.6444210104460495
12,0.0,12.0,0.6438356599009311
2222,3.0,8.0,0.6438346181428457
444,0.0,444.0,0.643822188430853
2276,3.0,62.0,0.6438081560470826
1790,2.0,314.0,0.6435904209530521
1542,2.0,66.0,0.6435062167908789
655,0.0,655.0,0.6433324163525073
3420,4.0,468.0,0.6432754182938046
33,0.0,33.0,0.6426380562209387
1506,2.0,30.0,0.6426107347628485
2441,3.0,227.0,0.6425753285536308
30,0.0,30.0,0.6422558471021024
2537,3.0,323.0,0.6421756482267806
2691,3.0,477.0,0.6421516396999724
1767,2.0,291.0,0.6421333116974701
2592,3.0,378.0,0.6420863878468455
1345,1.0,607.0,0.6413437714991643
2195,2.0,719.0,0.6412506541107259
2382,3.0,168.0,0.6410949387417096
2178,2.0,702.0,0.6409890677145356
1238,1.0,500.0,0.6407175988984073
2056,2.0,580.0,0.6406291907433183
2706,3.0,492.0,0.64054919166305
3096,4.0,144.0,0.6404908132364351
2603,3.0,389.0,0.6404585323960067
144,0.0,144.0,0.6401279558262007
3608,4.0,656.0,0.6401146102894548
498,0.0,498.0,0.6400610206626662
2613,3.0,399.0,0.6399183284592295
401,0.0,401.0,0.6398786326101715
255,0.0,255.0,0.63980151978687
1623,2.0,147.0,0.6392505757148961
2900,3.0,686.0,0.639236709244569
3279,4.0,327.0,0.639080949967903
2860,3.0,646.0,0.6389494907336131
2770,3.0,556.0,0.6387828434676368
1196,1.0,458.0,0.6387364840885712
2827,3.0,613.0,0.6381223270637009
1510,2.0,34.0,0.6380296992450458
2680,3.0,466.0,0.6373205166577631
1746,2.0,270.0,0.6372904890057003
3554,4.0,602.0,0.6371163202339933
1636,2.0,160.0,0.6369246479210868
2467,3.0,253.0,0.6368677078970993
2269,3.0,55.0,0.6368134613229521
2348,3.0,134.0,0.636516895688631
2213,2.0,737.0,0.6362389328616084
2704,3.0,490.0,0.6361822593997457
3326,4.0,374.0,0.6359242502453304
703,0.0,703.0,0.6358651080350207
2800,3.0,586.0,0.6358435393312024
386,0.0,386.0,0.6357575098652347
1474,1.0,736.0,0.6356503510953251
1276,1.0,538.0,0.6355886322700173
2391,3.0,177.0,0.6355747636440209
1409,1.0,671.0,0.6353129377741217
2630,3.0,416.0,0.634866055354869
2380,3.0,166.0,0.6344460794063799
629,0.0,629.0,0.634383230790606
3439,4.0,487.0,0.6341652744076038
413,0.0,413.0,0.6341217728895363
1763,2.0,287.0,0.6338110192714078
1828,2.0,352.0,0.6337626226384209
531,0.0,531.0,0.6336432925632939
2938,3.0,724.0,0.633540100643796
1997,2.0,521.0,0.6334592199070096
586,0.0,586.0,0.6333341224858818
96,0.0,96.0,0.63311466767776
1262,1.0,524.0,0.6329252343713135
1775,2.0,299.0,0.6328202558344573
3508,4.0,556.0,0.6327553081878179
640,0.0,640.0,0.6326097739717417
1152,1.0,414.0,0.6324558244253354
289,0.0,289.0,0.632420135039214
569,0.0,569.0,0.632419921210618
247,0.0,247.0,0.6324180303417526
2727,3.0,513.0,0.6323443442495722
743,1.0,5.0,0.632261843360783
2539,3.0,325.0,0.6321625000091035
2425,3.0,211.0,0.6320805330537311
1517,2.0,41.0,0.6316297189225236
424,0.0,424.0,0.6315207087354863
2234,3.0,20.0,0.6314905319607749
2927,3.0,713.0,0.6314727767982415
2687,3.0,473.0,0.6314225419532168
2379,3.0,165.0,0.631256879899927
2074,2.0,598.0,0.63096797199818
3646,4.0,694.0,0.6309056467574881
676,0.0,676.0,0.6308485090668167
100,0.0,100.0,0.6308237198510893
1275,1.0,537.0,0.6307230792580757
2534,3.0,320.0,0.6305893494784106
2278,3.0,64.0,0.6302037178055299
2238,3.0,24.0,0.6301753679473168
2486,3.0,272.0,0.6299773358294183
1602,2.0,126.0,0.6296914414257035
250,0.0,250.0,0.6293618296251977
3317,4.0,365.0,0.6293314404609011
2668,3.0,454.0,0.6291392025245564
2568,3.0,354.0,0.6291267326670241
126,0.0,126.0,0.6291173191332673
2492,3.0,278.0,0.6290380548265505
2233,3.0,19.0,0.6288636698294159
2664,3.0,450.0,0.6288616539946357
1469,1.0,731.0,0.6288135477445508
1110,1.0,372.0,0.6287859733165236
715,0.0,715.0,0.6282048772351784
2452,3.0,238.0,0.6279945839853475
2654,3.0,440.0,0.6277611345154929
307,0.0,307.0,0.6275832884232777
347,0.0,347.0,0.6275448271931582
2290,3.0,76.0,0.6275305931727582
393,0.0,393.0,0.6272543894546281
2754,3.0,540.0,0.6272118426318146
468,0.0,468.0,0.627192919109018
3638,4.0,686.0,0.6271411228121804
1176,1.0,438.0,0.6271338642546969
2413,3.0,199.0,0.6268855845081541
844,1.0,106.0,0.6267826671121879
1112,1.0,374.0,0.6266121963639666
3152,4.0,200.0,0.6265234306605897
2663,3.0,449.0,0.6264669478070395
567,0.0,567.0,0.6262322891090251
281,0.0,281.0,0.6261933881161988
1341,1.0,603.0,0.6256398221618085
685,0.0,685.0,0.6256371284929894
2236,3.0,22.0,0.6256250556809915
101,0.0,101.0,0.6254654795410024
2393,3.0,179.0,0.6253699870791322
2839,3.0,625.0,0.6250209081692588
924,1.0,186.0,0.624929250300515
3217,4.0,265.0,0.6245487848801299
2447,3.0,233.0,0.6243788142203389
105,0.0,105.0,0.6240089476720919
2851,3.0,637.0,0.62400705402498
422,0.0,422.0,0.623755276719824
2957,4.0,5.0,0.623661522449175
400,0.0,400.0,0.6234812873026979
2489,3.0,275.0,0.6234334289774393
2387,3.0,173.0,0.623361730339369
2000,2.0,524.0,0.623282613740873
1179,1.0,441.0,0.6232398544094921
3238,4.0,286.0,0.6231317873523323
892,1.0,154.0,0.6227891103661634
3101,4.0,149.0,0.6227046880016486
3353,4.0,401.0,0.622656525460684
666,0.0,666.0,0.6225431350591286
2487,3.0,273.0,0.6222544564826179
3655,4.0,703.0,0.621993450220898
609,0.0,609.0,0.6219548426708214
232,0.0,232.0,0.6218611791734847
2274,3.0,60.0,0.6215638743475997
1236,1.0,498.0,0.6215117768743836
2786,3.0,572.0,0.6214486449020938
508,0.0,508.0,0.6213430449646117
2737,3.0,523.0,0.6213049490328768
2070,2.0,594.0,0.6212766177322622
246,0.0,246.0,0.6212146336415411
2135,2.0,659.0,0.6208079152348702
2054,2.0,578.0,0.6206322392249222
362,0.0,362.0,0.6205686173869982
177,0.0,177.0,0.6204497672861767
2109,2.0,633.0,0.6204105548612685
2114,2.0,638.0,0.6203995600383403
751,1.0,13.0,0.6203542089739191
3210,4.0,258.0,0.620341508743974
1737,2.0,261.0,0.6202846967312071
1329,1.0,591.0,0.6200965203756763
2934,3.0,720.0,0.6200502306929784
2205,2.0,729.0,0.6199456003186642
682,0.0,682.0,0.6197400849464239
2611,3.0,397.0,0.6196639256731817
3493,4.0,541.0,0.6196623961655544
2711,3.0,497.0,0.6196044969554966
2404,3.0,190.0,0.6193195176096481
1652,2.0,176.0,0.6189681513097356
578,0.0,578.0,0.6188901492973056
1501,2.0,25.0,0.6188833806399545
311,0.0,311.0,0.6187185070073549
1794,2.0,318.0,0.6186724488961985
2049,2.0,573.0,0.6186709537718198
2200,2.0,724.0,0.6186417430328182
1165,1.0,427.0,0.6184848099920325
2783,3.0,569.0,0.6184491229791815
2172,2.0,696.0,0.6183667684623462
2703,3.0,489.0,0.6183243592065328
3336,4.0,384.0,0.618323859642987
2789,3.0,575.0,0.6181705915802083
409,0.0,409.0,0.618125202154828
379,0.0,379.0,0.618000763832743
1850,2.0,374.0,0.6179050160609055
3036,4.0,84.0,0.6177998375921578
853,1.0,115.0,0.61773302896721
1453,1.0,715.0,0.6176599146800049
1406,1.0,668.0,0.6176421291803702
3585,4.0,633.0,0.6169923564859451
142,0.0,142.0,0.6168789343609538
459,0.0,459.0,0.6168267395423721
3386,4.0,434.0,0.6167987882122876
2040,2.0,564.0,0.6166637904688074
3396,4.0,444.0,0.6166490279721122
2601,3.0,387.0,0.6165778877595526
3637,4.0,685.0,0.6162439528697883
2065,2.0,589.0,0.6162204829164756
3,0.0,3.0,0.6162096917118068
589,0.0,589.0,0.6160116033178021
1752,2.0,276.0,0.6159173653180002
2434,3.0,220.0,0.6158618295676185
584,0.0,584.0,0.6158250036526284
360,0.0,360.0,0.6143800512535013
2708,3.0,494.0,0.6142864785318385
217,0.0,217.0,0.6140994197426587
932,1.0,194.0,0.6139922653522962
2619,3.0,405.0,0.6138301990400484
133,0.0,133.0,0.6134031347283834
752,1.0,14.0,0.613326932858546
3541,4.0,589.0,0.6133121045981308
166,0.0,166.0,0.6131101946719045
772,1.0,34.0,0.6131022575409772
6,0.0,6.0,0.6130851184835934
2055,2.0,579.0,0.6130257014520677
3031,4.0,79.0,0.6130230168463403
2463,3.0,249.0,0.6127099487195075
322,0.0,322.0,0.6126381418643823
2226,3.0,12.0,0.6125817897039542
2207,2.0,731.0,0.6124729657039549
2243,3.0,29.0,0.6124375946192981
1502,2.0,26.0,0.6124132388387242
3045,4.0,93.0,0.612320569830367
2497,3.0,283.0,0.6120938671124716
2749,3.0,535.0,0.6119874432281106
1931,2.0,455.0,0.611820156185778
2212,2.0,736.0,0.6117301364189741
984,1.0,246.0,0.6116045401157427
1395,1.0,657.0,0.6115870368452289
1151,1.0,413.0,0.6114955703298526
2531,3.0,317.0,0.6112005207422304
3055,4.0,103.0,0.6111160083548941
2627,3.0,413.0,0.6109559439835796
533,0.0,533.0,0.6109329753945325
1966,2.0,490.0,0.6109265547639292
219,0.0,219.0,0.6108040865893243
1664,2.0,188.0,0.6106832699882155
1154,1.0,416.0,0.6105581206616181
1662,2.0,186.0,0.6104125725823212
3004,4.0,52.0,0.6100238639076959
1094,1.0,356.0,0.6099505339050714
1937,2.0,461.0,0.609928456920088
3405,4.0,453.0,0.6098889536956636
1974,2.0,498.0,0.6098851004590341
1391,1.0,653.0,0.6096179528793099
359,0.0,359.0,0.6096168042026168
2287,3.0,73.0,0.609510726263192
2546,3.0,332.0,0.6094581380382618
781,1.0,43.0,0.6093944764416461
434,0.0,434.0,0.6093127251169601
1190,1.0,452.0,0.6092523236318176
2844,3.0,630.0,0.6092078274076589
2345,3.0,131.0,0.6091843532225707
2394,3.0,180.0,0.6090662330843862
2985,4.0,33.0,0.6090466751119649
461,0.0,461.0,0.6090140177735266
241,0.0,241.0,0.6089802752926641
1984,2.0,508.0,0.608758789923623
3322,4.0,370.0,0.6086587295192307
1873,2.0,397.0,0.6085982245591784
879,1.0,141.0,0.6085687255059208
2623,3.0,409.0,0.6084882987962128
2564,3.0,350.0,0.6079993561874177
2764,3.0,550.0,0.6077272788081077
2716,3.0,502.0,0.6076708100384288
220,0.0,220.0,0.6075834358404494
2232,3.0,18.0,0.6074819920049531
1791,2.0,315.0,0.6074550640392782
1174,1.0,436.0,0.6073934099865634
408,0.0,408.0,0.6072351284531528
3519,4.0,567.0,0.6070032769913092
2145,2.0,669.0,0.6068691520377711
1958,2.0,482.0,0.6067607024043865
496,0.0,496.0,0.6066860338014595
2997,4.0,45.0,0.6066789354245533
1028,1.0,290.0,0.606476241125808
1067,1.0,329.0,0.6063821934290372
448,0.0,448.0,0.6063313428071325
2150,2.0,674.0,0.6062290909721765
3543,4.0,591.0,0.6062115089958974
2809,3.0,595.0,0.606202551959395
83,0.0,83.0,0.6061197397244081
225,0.0,225.0,0.6061107004973234
3272,4.0,320.0,0.606105363298873
2976,4.0,24.0,0.6059839934661809
677,0.0,677.0,0.6059567159188572
265,0.0,265.0,0.6059298097208102
851,1.0,113.0,0.6058777277404603
3002,4.0,50.0,0.6057934077085636
2895,3.0,681.0,0.6053848159028581
926,1.0,188.0,0.6053642109272697
380,0.0,380.0,0.6053461440835997
3684,4.0,732.0,0.6053152661143453
1247,1.0,509.0,0.6052538193875018
2876,3.0,662.0,0.6051413254499993
3467,4.0,515.0,0.6049788946139661
341,0.0,341.0,0.6048091583931479
615,0.0,615.0,0.6047510094709346
2962,4.0,10.0,0.6046121215453728
418,0.0,418.0,0.6044837165589517
3413,4.0,461.0,0.6044761653250219
1070,1.0,332.0,0.6042963697985906
1020,1.0,282.0,0.603996259041882
460,0.0,460.0,0.603943189078546
2520,3.0,306.0,0.603806330818858
242,0.0,242.0,0.6032617903033984
1353,1.0,615.0,0.6032098251910029
167,0.0,167.0,0.6031665261712084
608,0.0,608.0,0.6031374944960914
2818,3.0,604.0,0.6026361010596639
2637,3.0,423.0,0.6025747304503964
2427,3.0,213.0,0.6024956971313251
35,0.0,35.0,0.6023883155616386
314,0.0,314.0,0.6023545763268568
3286,4.0,334.0,0.6023541064257737
1910,2.0,434.0,0.602191492158052
1490,2.0,14.0,0.6021322382234137
694,0.0,694.0,0.6021321447169865
967,1.0,229.0,0.6019237526937892
1423,1.0,685.0,0.6016990912925169
1647,2.0,171.0,0.6015158311132798
3597,4.0,645.0,0.6014480472695904
2994,4.0,42.0,0.6013575584253724
1960,2.0,484.0,0.6012193194275403
733,0.0,733.0,0.6010769266104672
3504,4.0,552.0,0.600882804422793
3450,4.0,498.0,0.60076308549269
2331,3.0,117.0,0.6007363638710654
2877,3.0,663.0,0.6006697654382138
2508,3.0,294.0,0.6006688196997768
3592,4.0,640.0,0.6004886314369755
2525,3.0,311.0,0.6003070550249452
553,0.0,553.0,0.6002878354235857
1624,2.0,148.0,0.600177193086682
263,0.0,263.0,0.5999459641764882
993,1.0,255.0,0.5998432009319171
368,0.0,368.0,0.5997057132055517
491,0.0,491.0,0.5994840002377677
2949,3.0,735.0,0.5992935152612027
1392,1.0,654.0,0.5992662681777541
191,0.0,191.0,0.5990304992611877
3041,4.0,89.0,0.5990153788921079
3267,4.0,315.0,0.5989776544450108
547,0.0,547.0,0.598920094201322
2710,3.0,496.0,0.5988642129852444
2116,2.0,640.0,0.5988529781135884
3477,4.0,525.0,0.598835711885653
3517,4.0,565.0,0.5988022064451957
3361,4.0,409.0,0.5985394827917121
824,1.0,86.0,0.5982684552001725
628,0.0,628.0,0.5982461068598678
2322,3.0,108.0,0.5981828141097529
684,0.0,684.0,0.5980119618928654
2377,3.0,163.0,0.597968343422885
109,0.0,109.0,0.5979382406171104
2530,3.0,316.0,0.5973353182976457
3106,4.0,154.0,0.5972362165109949
2872,3.0,658.0,0.5971953039265748
1726,2.0,250.0,0.5971257233040412
988,1.0,250.0,0.5970616147503179
395,0.0,395.0,0.5969215045001884
1683,2.0,207.0,0.5966634288489909
3070,4.0,118.0,0.5963308543470005
121,0.0,121.0,0.5961980432851244
3011,4.0,59.0,0.5960001401402476
46,0.0,46.0,0.5959103870318174
2574,3.0,360.0,0.5957855668205312
1722,2.0,246.0,0.5955573009756601
1579,2.0,103.0,0.5952551149131069
85,0.0,85.0,0.5951818863656485
492,0.0,492.0,0.5950864460339139
3425,4.0,473.0,0.5946887351217094
3407,4.0,455.0,0.5945671157994925
641,0.0,641.0,0.5944963205303717
2201,2.0,725.0,0.5944052185180034
602,0.0,602.0,0.5942930597965242
103,0.0,103.0,0.5940940204686477
1848,2.0,372.0,0.5940147885876852
2509,3.0,295.0,0.5937552816885491
2709,3.0,495.0,0.5937349222479507
1380,1.0,642.0,0.5937114811212932
2755,3.0,541.0,0.5936285795403986
405,0.0,405.0,0.5935708344667562
148,0.0,148.0,0.5935594501570375
320,0.0,320.0,0.5935155126823739
2678,3.0,464.0,0.5932080136380852
706,0.0,706.0,0.593110941618894
1915,2.0,439.0,0.593022534854289
1945,2.0,469.0,0.5929005088013422
649,0.0,649.0,0.5927917176690585
1606,2.0,130.0,0.5927694623025731
2686,3.0,472.0,0.59250031674599
2888,3.0,674.0,0.5924211345168608
1635,2.0,159.0,0.592019495798496
3234,4.0,282.0,0.5920129509752015
2462,3.0,248.0,0.5918732931208062
2621,3.0,407.0,0.5915919435372069
70,0.0,70.0,0.5914600525072872
1762,2.0,286.0,0.5914389942763276
2912,3.0,698.0,0.5914316886613519
938,1.0,200.0,0.5912535276187638
187,0.0,187.0,0.5911439984596615
1400,1.0,662.0,0.5910152568938775
2681,3.0,467.0,0.5906633814077952
3432,4.0,480.0,0.5905550210456836
3625,4.0,673.0,0.5905530082124413
2053,2.0,577.0,0.5903983759032857
3505,4.0,553.0,0.590369866209986
3072,4.0,120.0,0.590359284102796
480,0.0,480.0,0.5902648975056565
1690,2.0,214.0,0.5902113390773491
2453,3.0,239.0,0.5901792565032624
3499,4.0,547.0,0.5900974429162086
2286,3.0,72.0,0.5900775547764018
358,0.0,358.0,0.5898999342854423
737,0.0,737.0,0.5898917150478131
3607,4.0,655.0,0.5898811787888026
933,1.0,195.0,0.5898594776352519
2929,3.0,715.0,0.5896678925996376
312,0.0,312.0,0.5894993046966968
674,0.0,674.0,0.5894175802957451
1582,2.0,106.0,0.5892544385141867
3243,4.0,291.0,0.5892449584007365
299,0.0,299.0,0.5892117384342958
819,1.0,81.0,0.5890097205561352
1840,2.0,364.0,0.5888815961222762
104,0.0,104.0,0.5888727868667296
3639,4.0,687.0,0.5888335139066722
943,1.0,205.0,0.5887291127509896
3159,4.0,207.0,0.588394299053728
3654,4.0,702.0,0.5883737914045543
205,0.0,205.0,0.5883715104642285
1827,2.0,351.0,0.5882853376480086
1872,2.0,396.0,0.588101147217299
184,0.0,184.0,0.5878406118768755
1268,1.0,530.0,0.5877884103483053
3473,4.0,521.0,0.5876368439111017
3177,4.0,225.0,0.5874127648960588
2505,3.0,291.0,0.5873896567657175
1589,2.0,113.0,0.5873831164388276
331,0.0,331.0,0.5873665703319411
1913,2.0,437.0,0.5872225387823115
3376,4.0,424.0,0.5870618762724907
2346,3.0,132.0,0.5870115499845535
904,1.0,166.0,0.587003559409327
3621,4.0,669.0,0.5868672666818866
858,1.0,120.0,0.5868574017863859
458,0.0,458.0,0.586810004722302
1383,1.0,645.0,0.5865699810108564
3581,4.0,629.0,0.586496368508542
1633,2.0,157.0,0.5863642082295654
1844,2.0,368.0,0.5863204530350814
864,1.0,126.0,0.5861919480223527
1108,1.0,370.0,0.5858918727623265
3215,4.0,263.0,0.5857225845480741
2251,3.0,37.0,0.5855917197426781
1072,1.0,334.0,0.5852307498007876
3251,4.0,299.0,0.5851890856398844
3079,4.0,127.0,0.5848529498635596
2478,3.0,264.0,0.5846579303103485
1929,2.0,453.0,0.5846513081073456
1642,2.0,166.0,0.5846383310546873
1757,2.0,281.0,0.5845326938049777
1222,1.0,484.0,0.5843894169957488
2209,2.0,733.0,0.5843115551439585
1832,2.0,356.0,0.5842589751845589
1930,2.0,454.0,0.5842087808954741
3666,4.0,714.0,0.5840505911147913
3390,4.0,438.0,0.5840436956778853
3487,4.0,535.0,0.5839529948520611
2779,3.0,565.0,0.583925380437395
2507,3.0,293.0,0.5839073378445055
2045,2.0,569.0,0.5838747692001918
1531,2.0,55.0,0.5838500027441444
2417,3.0,203.0,0.5838342440051905
1730,2.0,254.0,0.5837735982467631
2946,3.0,732.0,0.5834266486215579
3502,4.0,550.0,0.583269795233133
3222,4.0,270.0,0.5829774249330709
2915,3.0,701.0,0.5829568378298485
1600,2.0,124.0,0.5827626913163965
2484,3.0,270.0,0.5827590771397692
3001,4.0,49.0,0.5827405318639592
594,0.0,594.0,0.5825039407649861
262,0.0,262.0,0.5822833048821707
1480,2.0,4.0,0.5822632612188383
2541,3.0,327.0,0.582165053421887
1565,2.0,89.0,0.5820914526919729
2473,3.0,259.0,0.5820662966783974
95,0.0,95.0,0.5820256241196253
2967,4.0,15.0,0.5818161111372044
3366,4.0,414.0,0.5817045618375039
2512,3.0,298.0,0.5816891034692045
3488,4.0,536.0,0.5816738703217907
742,1.0,4.0,0.5815505223737741
1120,1.0,382.0,0.5815233040437908
659,0.0,659.0,0.5812545224444694
2833,3.0,619.0,0.5808976566791961
3314,4.0,362.0,0.5808408776202476
286,0.0,286.0,0.5806722655073933
3236,4.0,284.0,0.5806295636729037
1617,2.0,141.0,0.5805948527275249
2079,2.0,603.0,0.5804613200966272
3605,4.0,653.0,0.5803067438965109
3175,4.0,223.0,0.5799936353201597
2390,3.0,176.0,0.5795884654666875
3598,4.0,646.0,0.5794066616921113
2426,3.0,212.0,0.5793934177998183
3530,4.0,578.0,0.5792898949375365
2597,3.0,383.0,0.5790139609025363
2849,3.0,635.0,0.5789056687875064
1025,1.0,287.0,0.5788521036803778
535,0.0,535.0,0.578836165362829
345,0.0,345.0,0.5787695596013326
1691,2.0,215.0,0.5787678887480344
721,0.0,721.0,0.5787321660128898
2824,3.0,610.0,0.5784881547514731
2908,3.0,694.0,0.5781341180163593
3032,4.0,80.0,0.5779600082373537
2281,3.0,67.0,0.5779462398369017
1258,1.0,520.0,0.5779373611337368
2823,3.0,609.0,0.5777278362521883
1615,2.0,139.0,0.5776657479467704
1239,1.0,501.0,0.5774885984747807
897,1.0,159.0,0.5774065526675669
2069,2.0,593.0,0.5773431270949303
2314,3.0,100.0,0.5773204963142992
3681,4.0,729.0,0.5772601117770707
1191,1.0,453.0,0.5771190892429408
3680,4.0,728.0,0.5768695562136003
2132,2.0,656.0,0.5767346813889097
2098,2.0,622.0,0.5766809361917605
1893,2.0,417.0,0.5766447512181487
2633,3.0,419.0,0.5765359260562241
3374,4.0,422.0,0.5763009188233659
3356,4.0,404.0,0.5760568257716706
1220,1.0,482.0,0.5760219109142941
1440,1.0,702.0,0.5759313430009438
668,0.0,668.0,0.5758305116181586
3688,4.0,736.0,0.5755572244245891
151,0.0,151.0,0.5755488456631034
1955,2.0,479.0,0.5754998940244824
3228,4.0,276.0,0.5754573983551409
1810,2.0,334.0,0.5752131394293595
1167,1.0,429.0,0.5749896292305587
24,0.0,24.0,0.5749105076839113
2445,3.0,231.0,0.5747563486495841
36,0.0,36.0,0.5746772564714524
3673,4.0,721.0,0.5743571431779315
1914,2.0,438.0,0.5741283066551286
1482,2.0,6.0,0.5737958770740703
2279,3.0,65.0,0.5737394601851383
452,0.0,452.0,0.5737285358097343
3126,4.0,174.0,0.5737067810495969
2125,2.0,649.0,0.5734484985048101
2211,2.0,735.0,0.573430612319621
3628,4.0,676.0,0.5734172089902767
1125,1.0,387.0,0.5732924973606499
2305,3.0,91.0,0.5732244343906666
3304,4.0,352.0,0.5731720773258477
1481,2.0,5.0,0.5731369231094203
953,1.0,215.0,0.5729598411266111
3550,4.0,598.0,0.5728288462740811
318,0.0,318.0,0.5726855400430759
